date,vix_return,sp500_return,audusd_return,oil_return,gold_return
2015-01-05,0.11973013216134865,-0.018278105145113743,-0.013473221155734794,-0.050294131338965986,0.015092769320457444
2015-01-06,0.06024100192487092,-0.008893471722946522,0.003968979281842477,-0.042166278412213876,0.012791780132704655
2015-01-07,-0.08570081919356187,0.01162984267174294,-0.002424058766702264,0.015021932320442133,-0.007135301315331799
2015-01-08,-0.11910923359252923,0.017888280629516196,-0.0005652742782646936,0.0028776852057026403,-0.0018172403900885703
2015-01-09,0.03174597301073678,-0.008403811034715436,0.004787436152018154,-0.008813287499630618,0.0062892878454074985
2015-01-12,0.11680918709558497,-0.008093685160912578,0.013320134622734514,-0.04735320278381394,0.013733512476870935
2015-01-13,0.04897954417287975,-0.0025785552362955766,-0.008721194909612207,-0.003907104544565554,0.0012980430920994657
2015-01-14,0.04474708658518822,-0.005813067327385291,0.002860877238668902,0.05643931547255865,8.09977979279175e-05
2015-01-15,0.04236498448814063,-0.009247875921837956,-0.0035836692894162248,-0.04599834082699461,0.024546278482289408
2015-01-16,-0.06431436650126654,0.013424199395820402,0.00970401083746264,0.05275672706397794,0.00964661478074924
2015-01-19,-0.06431436650126654,0.013424199395820402,0.00041131972168262365,0.05275672706397794,0.00964661478074924
2015-01-20,-0.050596722419512186,0.0015499523698385698,-0.0038517748085741266,-0.047237611458852635,0.013548380003948202
2015-01-21,-0.05228753343853643,0.004731623968765364,-0.0036743713236558895,0.029963341408420163,-0.0003863390657272703
2015-01-22,-0.1299735126450129,0.015269721916580492,-0.00785814073714064,-0.030765957378860564,0.0054108373380235
2015-01-23,0.01585367286155681,-0.005491522439307173,-0.010024800254102018,-0.015547423868537802,-0.006227397470600193
2015-01-26,-0.06842733493935294,0.002568460857030219,-0.017957075443722603,-0.00965120915192641,-0.01021193828035738
2015-01-27,0.10953600550574838,-0.013387862410411011,0.00586232578175383,0.02392022103783087,0.009613824076207589
2015-01-28,0.1869919482636646,-0.013495609366348305,-7.922660984827079e-05,-0.03850311046770927,-0.004490150171911567
2015-01-29,-0.08219179360472739,0.009534685287099887,-0.003630566768718868,0.001799730370851238,-0.02434096604235414
2015-01-30,0.11780378771372657,-0.012991965252009852,-0.014007732852145849,0.0833146867476402,0.019049916211659745
2015-02-02,-0.07343820021958614,0.01296246371066978,0.0,0.02757043884911603,-0.0017990213751466477
2015-02-03,-0.10808030614957465,0.014439495293299576,0.002496438473675422,0.07020374346703262,-0.01292900848714873
2015-02-04,0.0577034047549001,-0.0041560462088314765,-0.004968219379111627,-0.08671062281387465,0.00325482084240436
2015-02-05,-0.08074192844497807,0.010291406686777416,-0.00023272838286558795,0.041898838954191886,-0.001424314573966079
2015-02-06,0.026112790747559567,-0.0034181723141418763,0.004991807298128759,0.0239698711459031,-0.0222662247115194
2015-02-09,0.07287439299101806,-0.004247194360987749,-0.004967012926751058,0.02263497803689285,0.00559204496112975
2015-02-10,-0.07115901612475684,0.010675561019232394,0.0049133939059506915,-0.053726827843277314,-0.0074146299807744676
2015-02-11,-0.015670369410156537,-2.903358867545336e-05,-0.0019460116467227007,-0.023590569659673655,-0.010230574728570474
2015-02-12,-0.09551881010229057,0.009644506431775834,-0.007877023240541847,0.048525776504511065,0.0009023589712366942
2015-02-13,-0.04237291823591893,0.004074738491730789,0.0044213738714053985,0.03065806918360714,0.005245491797497115
2015-02-16,-0.04237291823591893,0.004074738491730789,0.001164775641604443,0.03065806918360714,0.005245491797497115
2015-02-17,0.07556165024223915,0.0015975744623728527,-0.001163420517724445,0.014209928331680555,-0.015002058225896842
2015-02-18,-0.022151922610416652,-0.0003143092177338991,0.0071087583705282675,-0.025966736808259228,-0.00695308714826226
2015-02-19,-0.010355977306624964,-0.0010620573331896477,-0.00046848142432998063,-0.018795541881630573,0.0061682293200346905
2015-02-20,-0.0647481866310079,0.006126533626735764,-0.001637018402086854,-0.016028141072516044,-0.0022367253968044176
2015-02-23,0.018181833945029924,-0.0003033391953459752,0.006512322313619201,-0.01767976533473814,-0.0034041643165294566
2015-02-24,-0.059752803170338264,0.002758770892866691,-0.005927712311441624,-0.003437856036798803,-0.002832645401774303
2015-02-25,0.010956944981906913,-0.0007657236475081541,0.004308280194031289,0.03469973501477264,0.003425495448498017
2015-02-26,0.0050577813621721646,-0.001476028227480719,0.006464868005584101,-0.05530502876434262,0.007160679089040389
